CustomerID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Gender_male
CUST0049,0.28846153846153855,0.2,0.5190216212627637,0.6666666666666667,0,1,0.2705351617722973,0,True
CUST0050,0.48076923076923084,0.5,0.18852197429370426,0.6666666666666667,0,0,0.6887536800392025,1,True
CUST0051,0.0,0.2,0.2437305802339795,1.0,0,1,0.9351923356285101,0,False
CUST0052,0.730769230769231,0.5,0.0,0.6666666666666667,1,1,0.3557879077350954,0,False
CUST0053,0.5384615384615385,0.5,0.09874380219701165,0.3333333333333333,1,1,0.17490728943151126,1,False
CUST0054,0.48076923076923084,0.5,0.0,0.3333333333333333,1,0,0.39837607655251783,0,False
CUST0055,0.07692307692307698,0.4,0.0,0.3333333333333333,1,0,0.5031455275170883,0,True
CUST0056,0.07692307692307698,0.4,0.6181324875866337,0.6666666666666667,1,0,0.8676883507647533,0,False
CUST0057,0.3653846153846154,0.8,0.0,1.0,0,0,0.811619734853859,0,False
CUST0058,0.21153846153846156,0.30000000000000004,0.8218040994213975,0.3333333333333333,0,1,0.2736682113164739,0,True
CUST0059,0.8653846153846155,0.2,0.04379384714072955,0.6666666666666667,0,0,0.6559331451778257,1,False
CUST0060,0.17307692307692313,1.0,0.0,0.0,0,1,0.6931499317793789,1,True
CUST0061,0.1923076923076924,0.8,0.0,0.0,0,1,0.1770193018836039,0,True
CUST0062,0.6538461538461539,0.1,0.7334173390047084,0.3333333333333333,0,0,0.5806553831900754,0,True
CUST0063,0.5961538461538463,0.5,0.0,0.0,0,0,0.23789609668980946,1,True
CUST0064,0.9230769230769232,0.4,0.8278081018562179,0.0,0,0,0.3890607306022593,1,False
CUST0065,0.7692307692307693,0.30000000000000004,0.0,1.0,1,0,0.9512065814683,1,False
CUST0066,0.8846153846153847,0.5,0.09630182767117199,0.0,1,0,0.2123542253112137,0,False
CUST0067,0.28846153846153855,0.9,0.0,0.3333333333333333,1,0,0.9965904324141379,1,True
CUST0068,0.6538461538461539,0.7000000000000001,0.0,0.3333333333333333,0,1,0.6882831372211923,0,False
CUST0069,0.3076923076923077,0.6000000000000001,0.0,1.0,1,0,0.8222897111102792,1,True
CUST0070,0.07692307692307698,0.5,0.23720032080714287,1.0,0,0,0.8808667846990474,1,True
CUST0071,0.11538461538461542,0.9,0.5942759708876173,0.3333333333333333,1,0,0.4816479828278445,1,True
CUST0072,0.730769230769231,1.0,0.0,0.3333333333333333,0,0,0.01071434238232849,1,False
CUST0073,0.3653846153846154,0.8,0.0,0.6666666666666667,0,0,0.5834838777657774,0,False
CUST0074,0.9230769230769232,0.9,0.869763526553215,0.0,1,1,0.01151624470321605,0,False
CUST0075,0.8846153846153847,0.5,0.0,0.6666666666666667,1,0,0.25266955447012596,0,True
CUST0076,0.326923076923077,0.9,0.0,0.6666666666666667,0,0,0.6971899450953786,1,True
CUST0077,0.42307692307692313,0.9,0.9162125225750442,1.0,1,1,0.3943878237167444,1,False
CUST0080,0.23076923076923084,0.30000000000000004,0.8239051750838853,0.6666666666666667,1,0,0.6135699649954347,0,False
CUST0081,0.5576923076923077,0.2,0.0,0.6666666666666667,1,0,0.7779735741181578,1,False
CUST0082,0.8846153846153847,0.1,0.38007701792840853,0.6666666666666667,0,1,0.8296034977760709,0,True
CUST0083,0.6153846153846154,0.2,0.0,0.0,0,1,0.07480421521329864,0,False
CUST0085,0.3076923076923077,0.5,0.4535559818820309,0.0,0,0,0.606319800586588,1,True
CUST0086,0.9230769230769232,0.8,0.6203995100541901,0.6666666666666667,1,0,0.6718046645743725,1,False
CUST0087,0.03846153846153849,0.2,0.8534184416479353,1.0,0,1,0.8771555120521042,0,False
CUST0088,0.9038461538461539,0.7000000000000001,0.0,0.3333333333333333,1,0,0.21259076762486714,1,False
CUST0089,0.6346153846153847,0.6000000000000001,0.6104034788693985,0.3333333333333333,0,0,0.09046784541917441,0,False
CUST0090,0.7115384615384616,0.1,0.785192792215339,0.3333333333333333,0,1,0.8628467432259626,0,True
CUST0091,0.05769230769230771,1.0,0.9274957546484743,0.0,1,1,0.4590870375582362,0,True
CUST0092,1.0,0.2,0.0,0.6666666666666667,1,0,0.07530911096907789,1,False
CUST0093,0.28846153846153855,0.6000000000000001,0.6995873542831211,1.0,1,1,0.41154988901536316,0,True
CUST0094,0.5000000000000001,0.2,0.0,0.6666666666666667,0,0,0.3448834688271738,1,True
CUST0095,0.40384615384615385,0.5,0.0,0.0,1,1,0.8947422905768658,1,True
CUST0096,0.48076923076923084,0.9,0.0,0.0,1,0,0.5116775340567785,1,True
CUST0097,0.9038461538461539,0.1,0.0,1.0,0,0,0.18411010255199198,1,True
CUST0098,0.40384615384615385,1.0,0.7615999293187682,1.0,1,0,0.06176935499201333,1,False
CUST0099,0.9615384615384616,0.7000000000000001,0.0,0.3333333333333333,0,0,0.029858094638184257,0,True
CUST0100,0.7115384615384616,0.30000000000000004,0.40041158009524863,0.0,0,0,0.18186999831624392,1,False
CUST0101,0.3076923076923077,0.7000000000000001,0.09381302582861713,1.0,0,0,0.3427248565379726,1,False
CUST0102,0.17307692307692313,0.30000000000000004,0.6509584866331776,0.6666666666666667,1,0,0.7371399469362647,0,False
CUST0103,0.7500000000000001,0.1,0.5669669901937295,0.0,0,1,0.9001796057854043,0,False
CUST0104,0.8461538461538461,0.6000000000000001,0.0,0.0,1,0,0.1524065003152614,1,True
CUST0105,0.05769230769230771,0.8,0.0,0.6666666666666667,0,0,0.4102838369119697,0,True
CUST0106,0.576923076923077,0.6000000000000001,0.4011002818494169,0.6666666666666667,1,0,0.8174953966293144,1,False
CUST0107,0.7115384615384616,0.30000000000000004,0.8222368018383525,0.6666666666666667,0,1,0.4765937876024099,0,False
CUST0108,0.07692307692307698,0.6000000000000001,0.9687192023466891,0.6666666666666667,1,0,0.7365638805201743,1,True
CUST0109,0.0,1.0,0.7693894233200939,0.0,1,0,0.9325892148104602,1,False
CUST0110,0.03846153846153849,0.1,0.3726017072058986,0.3333333333333333,0,0,0.5489916796568527,1,False
CUST0112,0.7115384615384616,0.7000000000000001,0.0,0.0,0,1,0.746304093745624,1,False
CUST0113,1.0,0.8,0.9915532726015722,1.0,0,0,0.9270170296601414,0,True
CUST0114,0.5384615384615385,0.8,0.0,0.3333333333333333,1,1,0.8255666424655611,1,False
CUST0115,0.34615384615384615,1.0,0.0,0.0,1,0,0.683228556873137,1,True
CUST0116,0.7500000000000001,0.30000000000000004,0.0,0.6666666666666667,0,0,0.5775936583552583,1,True
CUST0117,0.8846153846153847,0.7000000000000001,0.0,1.0,1,0,0.5429109785981198,1,False
CUST0119,0.5576923076923077,0.7000000000000001,0.0,0.3333333333333333,0,0,0.7072585908917884,1,True
CUST0120,0.6153846153846154,0.4,0.5723741444571692,0.0,0,1,0.34187866511570086,0,False
CUST0121,0.576923076923077,0.4,0.45998353139303816,1.0,0,0,0.5399183447614619,0,True
CUST0122,0.05769230769230771,0.2,0.0,0.6666666666666667,1,1,0.7164693375382561,0,True
CUST0123,0.3653846153846154,1.0,0.3460134969734595,1.0,0,0,0.287655094656208,0,False
CUST0125,0.6730769230769232,0.4,0.0,1.0,0,1,0.7716095768596146,0,True
CUST0126,0.15384615384615385,0.6000000000000001,0.08198227435974777,1.0,0,1,0.911233010123025,1,True
CUST0127,0.6923076923076924,0.5,0.16979194813294338,0.3333333333333333,0,0,0.3319301775769594,1,False
CUST0128,0.9615384615384616,0.8,0.0,0.0,0,0,0.205196721404915,1,False
CUST0129,0.48076923076923084,0.9,0.11876523169791098,0.0,1,0,0.9235231972448634,1,True
CUST0131,0.46153846153846156,0.7000000000000001,0.0,1.0,0,0,0.7808707745693982,1,True
CUST0132,0.48076923076923084,0.2,0.0,0.0,1,0,0.14820450442498193,1,True
CUST0133,0.5192307692307693,0.8,0.0,1.0,0,1,0.7502952735133149,1,True
CUST0134,0.34615384615384615,0.1,0.04139104546637281,1.0,1,0,0.06514102651199527,0,False
CUST0135,0.8846153846153847,0.2,0.5270757696502255,0.0,1,1,0.5597241228023555,1,True
CUST0136,0.0,0.8,0.0,0.6666666666666667,1,1,0.27044750786381877,0,True
CUST0137,0.6153846153846154,0.7000000000000001,0.9796082544752481,0.3333333333333333,0,0,0.40786827081021626,1,True
CUST0138,0.03846153846153849,0.8,0.0,0.0,1,1,0.339064420076966,1,False
CUST0139,0.9615384615384616,0.1,0.55926424679837,0.3333333333333333,0,1,0.9893784721692678,0,True
CUST0140,0.8653846153846155,0.4,0.9452391052320372,0.0,1,0,0.3237631132326746,1,False
CUST0141,0.17307692307692313,0.7000000000000001,0.0,0.6666666666666667,1,0,0.8769456972483298,1,False
CUST0142,0.326923076923077,0.2,0.0,1.0,0,1,0.8255412243725928,0,True
CUST0143,0.21153846153846156,0.4,0.6263935566812902,1.0,1,0,0.43604746189558274,1,True
CUST0144,0.980769230769231,1.0,0.7652341493410181,0.0,1,1,0.48741981554475056,0,False
CUST0145,0.5961538461538463,0.1,0.0,0.3333333333333333,0,1,0.6991132474633128,0,False
CUST0146,0.15384615384615385,0.6000000000000001,0.6472064478813716,1.0,1,1,0.9011057486637399,0,False
CUST0147,0.6923076923076924,0.6000000000000001,0.0,0.3333333333333333,1,0,0.27376241230950493,1,False
CUST0148,0.46153846153846156,0.6000000000000001,0.0,0.0,1,1,0.1364118957291288,0,False
CUST0149,0.0961538461538462,0.8,0.0,0.0,0,0,0.5733962069119035,1,True
CUST0150,0.3846153846153847,1.0,0.42517392520927083,1.0,1,0,0.18395982770538247,1,True
CUST0151,0.9615384615384616,1.0,0.0,1.0,0,1,0.9160668381848769,0,True
CUST0152,0.7500000000000001,0.30000000000000004,0.0,0.6666666666666667,1,1,0.13452510298564,0,True
CUST0154,0.15384615384615385,1.0,0.0,0.0,1,0,0.4126836900107973,1,True
CUST0155,0.7500000000000001,1.0,0.0,0.6666666666666667,1,0,0.0016882235202395068,0,True
CUST0157,0.9230769230769232,0.8,0.0,0.0,0,0,0.7244040188931914,1,True
CUST0158,0.13461538461538464,0.9,0.9043745669036033,0.6666666666666667,0,1,0.05100956814043853,0,True
CUST0159,0.5961538461538463,1.0,0.0,0.6666666666666667,1,0,0.47317998366771996,1,True
CUST0160,0.2692307692307693,0.5,0.0,1.0,1,1,0.42166467250173645,0,True
CUST0161,0.576923076923077,0.4,0.8458200591314944,0.6666666666666667,1,0,0.036402175234181544,0,True
CUST0162,0.6538461538461539,0.2,0.0,1.0,1,0,0.40436465628037166,1,True
CUST0163,0.9230769230769232,0.4,0.0,0.0,1,0,0.8864919627219787,1,False
CUST0164,0.019230769230769273,0.7000000000000001,0.46490435195371227,0.3333333333333333,0,0,0.1850632810383029,1,True
CUST0165,0.5961538461538463,0.30000000000000004,0.07472313974356942,1.0,0,1,0.0880059105538849,1,True
CUST0166,0.826923076923077,0.9,0.5831936059900543,0.6666666666666667,0,1,0.09116599570603684,0,False
CUST0167,0.3653846153846154,0.5,0.0,0.6666666666666667,0,1,0.29674029132831725,0,False
CUST0168,0.326923076923077,0.5,0.0,0.0,1,0,0.42768306072043494,1,True
CUST0169,0.4423076923076924,0.4,0.2222922741981535,0.0,0,0,0.08887467016173148,1,True
CUST0170,0.8653846153846155,0.8,0.0,0.3333333333333333,0,0,0.9918215360261415,1,False
CUST0171,0.3653846153846154,0.6000000000000001,0.0,0.3333333333333333,1,0,0.1761065612724698,1,True
CUST0172,0.9230769230769232,1.0,0.7811422293194735,0.0,0,1,0.9697264350785704,0,False
CUST0173,0.6538461538461539,0.4,0.0,0.6666666666666667,1,0,0.7585841906547993,0,False
CUST0174,0.4423076923076924,0.30000000000000004,0.8172306815180637,0.0,1,0,0.5370283075909671,1,True
CUST0175,0.25,0.5,0.0,1.0,0,0,0.12903148284995056,0,True
CUST0176,0.46153846153846156,0.2,0.0,0.6666666666666667,1,0,0.5509296166843747,1,True
CUST0178,0.23076923076923084,0.5,0.9920966896038805,1.0,0,1,0.5161053658518551,0,False
CUST0179,0.03846153846153849,0.8,0.664188904597497,0.6666666666666667,0,0,0.7342235673785118,1,False
CUST0180,0.28846153846153855,0.8,0.0,0.6666666666666667,1,0,0.3337950953555907,1,False
CUST0181,1.0,1.0,0.0,0.3333333333333333,1,0,0.882145622873449,0,False
CUST0182,0.9615384615384616,0.7000000000000001,0.010125356626788238,0.6666666666666667,0,1,0.9092454693019529,1,True
CUST0183,0.019230769230769273,0.7000000000000001,0.0,0.3333333333333333,0,0,0.5599283918403916,1,True
CUST0184,0.6346153846153847,0.8,0.8200643845587324,0.3333333333333333,0,1,0.01779774869639844,0,True
CUST0185,0.6346153846153847,0.5,0.10705965324872264,1.0,1,1,0.06727229509512453,0,False
CUST0186,0.3076923076923077,0.6000000000000001,0.710443587266632,0.0,1,1,0.0741386463001501,0,False
CUST0187,0.25,0.4,0.6497148111350757,0.0,1,0,0.0650584562221104,0,True
CUST0189,0.6538461538461539,0.9,0.0,0.0,0,0,0.22040652311452055,1,True
CUST0190,0.25,0.4,0.0,0.6666666666666667,0,1,0.15060289405785063,0,True
CUST0191,0.3846153846153847,0.5,0.6407070564613868,0.6666666666666667,0,0,0.9846210524353691,0,False
CUST0192,0.7115384615384616,0.2,0.21716588371826706,0.0,0,1,0.36835807900220574,0,True
CUST0193,0.28846153846153855,0.8,0.0,0.0,0,0,0.15320639999852112,1,False
CUST0194,0.9423076923076924,0.4,0.0,1.0,1,0,0.9123842956854404,0,True
CUST0195,0.3653846153846154,0.9,0.0,0.0,1,1,0.2472121358607853,1,False
CUST0196,0.9038461538461539,0.9,0.16511767139360745,0.3333333333333333,0,0,0.5903881250366829,1,False
CUST0197,0.23076923076923084,0.1,0.016572117344653005,0.3333333333333333,1,1,0.47991754986837276,0,True
CUST0198,0.5961538461538463,0.9,0.8613242535032811,0.0,1,0,0.4804863759791934,1,True
CUST0199,0.3076923076923077,0.9,0.0,1.0,1,1,0.20997278107365716,1,False
CUST0200,0.7500000000000001,0.2,0.33002151805255603,0.0,0,0,0.3504350884295454,1,True
CUST0201,0.980769230769231,1.0,0.40017209038892837,0.3333333333333333,0,1,0.6897200297191424,0,True
CUST0202,0.6346153846153847,1.0,0.0,1.0,0,0,0.7067531559643401,1,True
CUST0203,0.0961538461538462,0.9,0.056744551934370925,0.0,1,1,0.8714635537667379,0,True
CUST0204,0.3653846153846154,0.7000000000000001,0.6629027042925492,1.0,1,1,0.7842120214023424,0,True
CUST0205,0.7692307692307693,1.0,0.4416718492732736,0.3333333333333333,1,0,0.6504975245088185,1,True
CUST0206,0.9615384615384616,1.0,0.33256635258177863,1.0,0,1,0.8723283080993289,0,False
CUST0207,0.5961538461538463,0.30000000000000004,0.1659610133571419,0.3333333333333333,0,1,0.3320986302112675,0,False
CUST0208,0.03846153846153849,1.0,0.0,0.0,1,0,0.2031925432866272,1,False
CUST0209,0.9230769230769232,0.5,0.0,1.0,1,0,0.3457369775792394,1,True
CUST0210,0.3653846153846154,0.8,0.0,1.0,0,1,0.028778981054893987,1,False
CUST0211,0.6730769230769232,0.2,0.6000850095903446,0.3333333333333333,0,1,0.9927875005834605,0,True
CUST0212,0.21153846153846156,0.30000000000000004,0.6252164700277908,0.0,0,0,0.13108695930131983,0,True
CUST0213,0.9038461538461539,0.7000000000000001,0.6347481303218233,0.3333333333333333,1,0,0.4129216187658853,1,False
CUST0214,0.7692307692307693,0.6000000000000001,0.0,0.3333333333333333,1,0,0.3590529002891346,1,True
CUST0215,0.0961538461538462,0.1,0.0,1.0,1,0,0.6569485594796469,1,False
CUST0216,0.7500000000000001,0.8,0.0,0.6666666666666667,0,0,0.8842208946275241,1,False
CUST0217,0.28846153846153855,1.0,0.4517972559292464,0.3333333333333333,0,0,0.449372319450279,1,False
CUST0218,0.21153846153846156,0.1,0.2564147295324728,1.0,1,0,0.6056824996738012,1,False
CUST0219,0.21153846153846156,0.5,0.7833383604325584,1.0,1,1,0.8647016478164549,0,False
CUST0221,0.6538461538461539,0.6000000000000001,0.0,0.0,0,0,0.5847875178369542,1,True
CUST0222,0.3653846153846154,0.5,0.0,0.6666666666666667,1,1,0.32290259524891163,0,True
CUST0223,0.730769230769231,0.8,0.5183204122124642,0.6666666666666667,1,1,0.1391811584457622,1,False
CUST0225,0.13461538461538464,0.6000000000000001,0.8693086612075155,0.6666666666666667,1,0,0.8385663795038357,0,True
CUST0226,0.17307692307692313,0.2,0.24807126237090407,1.0,0,1,0.7688786723560062,1,True
CUST0227,0.46153846153846156,0.4,0.0,0.6666666666666667,1,1,0.39372957213338977,0,False
CUST0228,0.48076923076923084,0.2,1.0,0.6666666666666667,0,0,0.40679031259478826,0,True
CUST0229,0.15384615384615385,0.5,0.0,0.6666666666666667,1,1,0.40401904724052706,0,True
CUST0230,0.7115384615384616,0.30000000000000004,0.8092787927837705,0.0,0,0,0.4355035147060613,0,False
CUST0231,0.4423076923076924,0.6000000000000001,0.0,0.6666666666666667,0,1,0.6099817775380775,0,True
CUST0232,0.34615384615384615,0.9,0.5988523905420228,0.0,0,1,0.014032173759932126,0,True
CUST0233,0.13461538461538464,1.0,0.0,0.6666666666666667,0,1,0.9520791152778296,0,True
CUST0234,0.5192307692307693,0.5,0.0,1.0,0,1,0.5266640416708837,0,True
CUST0235,0.6730769230769232,0.7000000000000001,0.8143958778353353,1.0,0,0,0.017602414503163327,1,True
CUST0236,0.28846153846153855,0.5,0.0,1.0,0,0,0.05969261977197968,0,True
CUST0237,0.40384615384615385,0.30000000000000004,0.0,1.0,1,0,0.2845943711402048,1,True
CUST0238,0.8846153846153847,0.30000000000000004,0.5833677075522006,1.0,1,1,0.3997783850391261,0,False
CUST0239,0.48076923076923084,0.9,0.0,0.6666666666666667,1,1,0.8001815930181273,1,True
CUST0240,0.9230769230769232,1.0,0.1894127939533527,1.0,1,1,0.08649954193515491,0,True
CUST0241,0.826923076923077,0.8,0.0,0.6666666666666667,0,0,0.6381723682530175,1,True
CUST0242,0.5192307692307693,0.9,0.0,0.3333333333333333,1,1,0.3605940839927787,0,True
CUST0243,0.4423076923076924,0.1,0.0,1.0,1,1,0.823044936569534,0,False
CUST0244,0.17307692307692313,0.9,0.10011605269934216,0.3333333333333333,0,0,0.5867278426247247,1,False
CUST0245,0.6538461538461539,0.2,0.0,0.0,1,1,0.31202935127326936,1,False
CUST0246,0.11538461538461542,1.0,0.0,0.0,0,1,0.14130711233672535,1,True
CUST0247,0.11538461538461542,0.5,0.6778574781598846,0.3333333333333333,0,0,0.7248181027350022,1,False
CUST0248,0.4423076923076924,0.30000000000000004,0.6055565514142676,0.3333333333333333,1,0,0.7729873915475444,1,True
CUST0249,0.6923076923076924,0.1,0.0,1.0,0,0,0.34335930754336597,0,False
CUST0250,0.23076923076923084,0.1,0.8331898412939189,0.0,1,0,0.6403582472237664,1,False
CUST0251,0.13461538461538464,0.2,0.6821291700513495,0.0,1,0,0.1899216028988334,1,True
CUST0252,0.826923076923077,0.2,0.0,0.3333333333333333,0,1,0.3333552082981909,0,False
CUST0253,0.6730769230769232,0.5,0.0,0.6666666666666667,0,0,0.5358801030095176,1,False
CUST0254,0.28846153846153855,0.1,0.3045264955311681,1.0,0,1,0.3823765423968398,0,False
CUST0255,0.9615384615384616,0.8,0.024940749186037676,1.0,1,1,0.24332378383282968,0,True
CUST0256,0.3653846153846154,0.6000000000000001,0.2609142543302636,0.6666666666666667,1,0,0.6086346186107578,1,True
CUST0257,0.980769230769231,0.2,0.06783307042163046,0.0,0,1,0.3414708972848701,1,False
CUST0258,0.019230769230769273,0.9,0.0,0.6666666666666667,1,1,0.4471380690783662,0,True
CUST0259,0.0961538461538462,0.30000000000000004,0.0,0.3333333333333333,1,0,0.3909042355631779,1,True
CUST0261,0.03846153846153849,0.7000000000000001,0.0,0.6666666666666667,0,0,0.17309913872717594,1,False
CUST0262,0.326923076923077,0.4,0.5755119248813796,0.0,1,0,0.479332394558433,1,True
CUST0263,0.576923076923077,0.1,0.6085766631964757,0.3333333333333333,0,1,0.5025746217441155,0,False
CUST0264,0.46153846153846156,0.5,0.0,0.3333333333333333,1,0,0.2322038303063466,1,True
CUST0265,0.21153846153846156,0.4,0.44257232456553536,0.6666666666666667,1,1,0.21566882165880322,0,True
CUST0266,0.42307692307692313,0.30000000000000004,0.0,0.6666666666666667,1,1,0.21138040425243151,0,False
CUST0267,0.9423076923076924,0.8,0.0,0.6666666666666667,0,0,0.07407402272439131,1,False
CUST0268,0.8653846153846155,0.30000000000000004,0.18198371019734363,1.0,0,1,0.6333704283441621,0,True
CUST0269,0.6923076923076924,0.7000000000000001,0.0,1.0,1,1,0.848480051957663,0,False
CUST0271,0.11538461538461542,0.5,0.0,0.3333333333333333,0,1,0.13332598519372976,0,True
CUST0272,0.7115384615384616,0.5,0.7619328235125962,1.0,0,0,0.21483141103228418,1,False
CUST0273,0.9423076923076924,0.5,0.0,0.0,1,1,0.371244110897445,1,True
CUST0274,0.1923076923076924,0.5,0.0,0.0,1,1,0.1495923323010507,1,True
CUST0275,0.326923076923077,0.8,0.0,1.0,0,1,0.3922569402562358,0,False
CUST0276,0.9230769230769232,0.9,0.10670104405404893,0.0,0,0,0.8092959819848881,1,True
CUST0278,0.13461538461538464,0.6000000000000001,0.0,0.0,1,0,0.5184374373694337,1,True
CUST0279,0.5961538461538463,0.1,0.44631705905640057,0.0,1,0,0.7465370929311667,0,False
CUST0280,0.9615384615384616,0.8,0.0,0.0,1,0,0.38745215043998715,1,False
CUST0281,0.6730769230769232,0.4,0.0,0.6666666666666667,1,0,0.17368467915973637,1,True
CUST0282,0.5576923076923077,0.6000000000000001,0.765997644726051,0.3333333333333333,1,0,0.08162581516979517,0,False
CUST0283,0.576923076923077,0.8,0.0,0.0,1,0,0.20530424764062324,1,True
CUST0284,0.05769230769230771,0.9,0.6460616300518908,0.6666666666666667,1,0,0.9691117793758826,0,False
CUST0285,0.21153846153846156,0.8,0.0,0.0,1,0,0.5208007038192918,1,False
CUST0286,0.6346153846153847,1.0,0.3417755247523643,0.3333333333333333,0,0,0.372003572705528,1,False
CUST0287,0.46153846153846156,0.2,0.9439110805288266,1.0,0,1,0.1970766420203595,0,True
CUST0288,0.3846153846153847,0.30000000000000004,0.6734905307010846,0.6666666666666667,0,0,0.258118192283714,0,True
CUST0289,0.3846153846153847,0.5,0.9790764442437496,1.0,1,0,0.18017853976599027,1,False
CUST0291,0.2692307692307693,0.4,0.0,0.6666666666666667,0,0,0.8411574844961186,0,True
CUST0292,0.8076923076923078,0.5,0.5927417258857955,0.6666666666666667,0,1,0.5651129125606819,0,True
CUST0293,0.730769230769231,0.9,0.0,1.0,1,1,0.00868967574061777,1,False
CUST0294,0.07692307692307698,0.30000000000000004,0.992429833943631,0.6666666666666667,1,1,0.800471898449635,0,True
CUST0295,0.17307692307692313,0.5,0.0,0.6666666666666667,0,1,0.35519897822347246,0,False
CUST0296,0.980769230769231,0.4,0.01020940565678989,0.3333333333333333,1,1,0.7460630069850459,0,True
CUST0297,0.6346153846153847,0.5,0.0,1.0,0,0,0.3053530195693128,0,False
CUST0298,0.6923076923076924,1.0,0.0,1.0,1,1,0.8867102502234097,0,False
CUST0299,0.6923076923076924,0.6000000000000001,0.4158013076928427,0.6666666666666667,0,1,0.6197521843769925,0,True
CUST0301,0.980769230769231,0.4,0.05757353552194673,0.3333333333333333,1,1,0.602285487085375,1,True
CUST0302,0.34615384615384615,0.1,0.0,0.3333333333333333,1,0,0.7462547210256462,0,True
